Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,202832423615.222,207948632758.216,231923859989.706,221986453439.378,241903369306.507,284519704433.498,275796742671.01,361683211959.795,377350395463.364,399965710785.108,459619168192.161,507379274927.167,473254348142.433,471218301721.445,513317999899.711,482918013610.427,508115693499.71
Belize,BLZ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,
Belize,BLZ,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,,,,8.22,8.55,10.48,9.41,,,,,,,,,,
Belize,BLZ,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,,,,4.86,5.18,5.39,4.61,,,,,,,,,,
Belize,BLZ,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,,,,19.87,20.52,23.64,23.84,,,,,,,,,,
Belize,BLZ,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,,,,9.09,8.93,14.03,9.66,,,,,,,,,,
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.6285755495795,10.4970451406278,12.0357573563163,6.27656563402121,0.157937823160765,0.643967583716673,1.42872265214837,4.64809081407648,2.9713247083243,4.69744017699625,1.19508231722236,3.88137810728304,0.293870696893379,3.85098367517789,1.33010882708587,4.01750198886236,0.688336520076476
Belize,BLZ,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,2570.91089415471,2784.1335944207,3062.79249282968,3197.18752219731,3140.0749377871,3089.84052875417,3054.10695733124,4082.58684036009,4097.52868490733,4181.36773823715,4124.72563666857,4177.56407813159,4085.83797135565,4138.97163349845,4092.11767548454,4154.32851293128,4084.11702316755
Belize,BLZ,GDP per capita (constant LCU),NY.GDP.PCAP.KN,4993.81504862651,5407.9852681071,5949.26073723065,6210.31370551618,6099.37649484033,6001.79965996913,5932.38969048372,7930.14010989986,7959.16360049375,8122.01511243569,8011.99178185579,8114.6267680484,7936.45520503893,8039.66363680552,7948.65309219679,8069.49330370919,7933.11238324797
Belize,BLZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,4404.64494113632,4647.80659739242,5317.18450527897,5642.16967352152,5740.21202347614,5991.74507259995,6039.04728299593,7982.56866888017,8195.05736981465,8727.70937505601,9018.29515436973,9330.79878995994,8893.21497860579,9063.65948897422,9415.70760086,9704.99290254891,9668.57487194938
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2202.32247056816,2323.90329869621,2658.59225263949,2821.08483676076,2870.10601173807,2995.87253629997,3019.52364149796,3991.28433444008,4097.52868490733,4363.854687528,4509.14757718487,4665.39939497997,4446.60748930289,4531.82974448711,4707.85380043,4852.49645127446,4834.28743597469
Belize,BLZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,8.1606202086637,8.29366357079044,10.008819223596,4.38799003465846,-1.78633827430191,-1.59978376402479,-1.15648594451356,2.00503950140887,0.365989631855967,2.04608825897026,-1.35463095127018,1.28101711767903,-2.19568401729853,1.30043488056305,-1.13201930727659,1.52026022661664,-1.69008034740588
Belize,BLZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,5144.80609772893,5571.49900684408,6129.14027048355,6398.0863347626,6283.79486974186,6183.26773965111,6111.7591173304,8169.91274125757,8199.81377482225,8367.58920172632,8254.23924852459,8359.97746623237,8176.41877715655,8282.7477789156,8188.98547488525,8313.47936402335,8172.97488310635
Belize,BLZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3332.49434272221,3728.91638561259,4195.68306502454,4484.01913706113,4497.66956282316,4518.03667598272,4547.3474227135,7056.30974961168,7309.28713346092,7688.13591702362,7785.26014667405,8039.02252504164,7923.02759152756,8123.21436108643,8188.98547488525,8458.8226958418,8441.7739449999
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,413049984,444720726.464896,518143678.48592,559759653.31007,580760211.263175,620031771.857715,641271333.36313,1057850000,1114200000,1217450000,1290500000,1369500000,1338500000,1398500000,1489000000,1572500000,1604500000
Benin,BEN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Benin,BEN,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,4.5,4.5,4,4,4,4,4,4,4
Benin,BEN,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,4,3.83333333333333,3.66666666666667,3.7,3.66666666666667,3.66666666666667,3.66666666666667,3.5,3.5
Benin,BEN,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,3,3,3,3,3,3,3,3,3
Benin,BEN,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,3,3,3,3,3,3,3,3,3
Benin,BEN,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Benin,BEN,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Benin,BEN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,3,3,3,3,3,3,3,3,3
Benin,BEN,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Benin,BEN,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,3.2,3.2,3.3,3.3,3.3,3.4,3.4,3.4,3.4
Benin,BEN,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,4.5,4.5,4.5,4.5,4,4,4,4,4
Benin,BEN,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Benin,BEN,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,4,4,4,4,3.5,3,3,3,3.5
Benin,BEN,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3
Benin,BEN,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,3,3,3,3,3,3.5,3.5,3.5,3.5
Benin,BEN,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Benin,BEN,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,4,4,4,4,3.66666666666667,3.5,3.5,3.66666666666667,3.83333333333333
Benin,BEN,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,4
Benin,BEN,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Benin,BEN,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Benin,BEN,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,
Benin,BEN,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,
Benin,BEN,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,
Benin,BEN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.97613435523148,4.22579942356296,2.95771081346199,5.83617210152245,2.02040044465457,6.04519864383832,4.32428403423356,3.11985710841174,2.86523681802491,3.7521544747102,4.62639647045565,5.01843026095246,2.66651539756299,2.55281784140493,3.5306982440983,5.39997387654161,5.60000248075863
Benin,BEN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,457.940005336988,460.598799789191,456.966157323979,465.945048905108,458.570603216352,470.135822599814,475.325383917614,534.738822948125,532.610998254341,535.49403866926,543.293146827872,553.657114417304,551.966580559721,550.044544339528,553.743377343939,567.913775656668,583.870939296788
Benin,BEN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,103489.253673792,104090.111101236,103269.175054577,105298.302839264,103631.761651132,106245.370221293,107418.152291901,120844.916478918,120364.052202065,121015.586676831,122778.096772584,125120.236045043,124738.194543552,124303.836130564,125139.730489278,128342.079986055,131948.218206391
Benin,BEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,106698.786190456,108130.269831249,110522.757675621,115374.64626925,153324.840763908,180926.803849326,195559.046215184,270108.313839964,280935.334105376,291371.335240941,303069.55940328,331042.779156649,336487.754608369,341566.971480507,351972.236535837,383157.315777545,397540.595346102
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,391.893446788018,383.295362342678,315.218286816776,407.450188061457,276.159121065847,362.470949442798,382.285440636074,511.292978867427,532.610998254341,557.232446905139,632.360869591351,739.256127626492,712.616526986457,689.648331344157,745.915474802323,750.513124244815,804.672891559593
Benin,BEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.38016036606388,0.580598860378316,-0.788678230788904,1.96489202476393,-1.58268570641211,2.52201499667568,1.10384298926679,-0.226646078143773,-0.397918498240429,0.541303207100171,1.45643230277479,1.90761979052073,-0.305339498682727,-0.348216049283963,0.672460629320909,2.55901901359053,2.80978633097399
Benin,BEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1359.9549935367,1367.85087673083,1357.0629346364,1383.7277560101,1361.82769460007,1396.17319328677,1411.58475319888,1588.02621310862,1581.70716304976,1590.26899465028,1613.43018598938,1644.20829952354,1639.18788214448,1633.47996686093,1644.46447652592,1686.54663515196,1733.93499197196
Benin,BEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,880.896623940491,915.481011672183,928.973024234158,969.768367256982,974.737574790375,1020.16635198292,1050.26493455855,1371.56971011571,1409.92858292481,1461.1381941381,1521.76031590909,1581.08411286031,1588.3886542373,1602.01762501198,1644.46447652592,1716.03228087099,1790.96197491178
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1959965330.51096,1986437797.72499,1695315185.83344,2274558078.83804,1598075944.82911,2169627138.29988,2361116448.13852,4050869967.79893,4358015992.89839,4705087452.19196,5506275948.35799,6633561835.2379,6585134688.09549,6558416322.12,7294900430.89438,7543183758.87361,8307019674.52028
Bermuda,BMU,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,
Bermuda,BMU,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,,,,,,,,,,,,,,,,,
Bermuda,BMU,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,
Bermuda,BMU,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,,,,,,,
Bermuda,BMU,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.0192122958693375,-3.53438340376482,-0.0597371565112326,3.00856744371379,0.599613152804721,4.39914785618134,2.60047604555457,2.32126647646751,1.67420714931701,5.54386592809534,2.84589011430658,1.52789390961543,-5.28417714947457,-2.09411353414293,-3.33949441020565,-4.86860026435053,
Bermuda,BMU,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,54934.2736957366,53266.533612392,53621.7431056959,54939.6402065582,54887.0642196342,56893.0561565788,58000.7344278415,75117.2791650654,75882.0338560339,79630.8127805177,81436.3411713083,82192.9267385664,77419.1589604528,76393.8313843748,74483.1427406008,70600.9763777829,
Bermuda,BMU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,57888.1835611934,56130.7662407838,56505.0759561527,57893.8386384818,57838.435550806,59952.2931055867,61119.5331322547,79156.463759021,79962.3406178882,83912.6977976846,85815.3125385279,86612.581005929,81582.1195685295,80501.6583747927,78488.2287342792,74397.3116454212,
Bermuda,BMU,GDP per capita (current LCU),NY.GDP.PCAP.CN,26841.5197383946,27700.3095169516,28669.6822595785,30900.6948905109,31476.0631153068,33989.7223579821,44826.7890701658,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,84470.7552702244,
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,26841.5197383946,27700.3095169516,28669.6822595785,30900.6948905109,31476.0631153068,33989.7223579821,44826.7890701658,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,84470.7552702244,
Bermuda,BMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.798461539607473,-3.03588264874793,0.66685302987544,2.45776624281801,-0.0956977270444099,3.65476267580551,1.94694809189748,1.65507059338414,1.01808092554583,4.94027206966554,2.26737405753612,0.929051522178014,-5.8080031549402,-1.32438480325234,-2.50110330788415,-5.21214092205821,
Bermuda,BMU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,40553.2585214923,39322.1091825364,39584.3298590311,40557.2201557521,40518.4078179106,41999.2594636703,42816.9632444093,55452.6388804958,56017.19161965,58784.5932914465,60117.4599095649,60675.9820859495,57151.9191321066,56395.0078003539,54984.5103947777,52118.6402276982,
Bermuda,BMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26267.9490800402,26317.6673041651,27097.3244371157,28424.0227169647,29001.3301443368,30688.3354579894,31857.2122559257,47894.1463350205,49933.5410781326,54011.2488981125,56701.780825758,58346.5193163737,55380.753424411,55308.7875527937,54984.5103947777,53029.822716864,
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1592400000,1634899968,1679900032,1820359936,1867160064,2030749952,2695390000,4484703000,4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5473536000,
Bhutan,BTN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,4,4,4,4,4.5,4.5,4.5,4.5,4.5
Bhutan,BTN,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,3,3,3,3,3,3,3,3,3
Bhutan,BTN,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,3.16666666666667,3.16666666666667,3.16666666666667,3.2,3.16666666666667,3.16666666666667,3.33333333333333,3.16666666666667,3.16666666666667
Bhutan,BTN,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
Bhutan,BTN,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,4,4,4,4,4,4,4,4,4
Bhutan,BTN,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bhutan,BTN,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9
Bhutan,BTN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bhutan,BTN,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4
Bhutan,BTN,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,4.2,4.1,4.1,4,4,4.1,4,4,4
Bhutan,BTN,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,4,4.5,4.5,4.5,4.5,4.5,4,3.5,3.5
Bhutan,BTN,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,4.5,4,4,4,4,4,4,4,4
Bhutan,BTN,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,4,4,4.5,4.5,4.5,4.5,4,3.5,3.5
Bhutan,BTN,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,3,3,3,3,3,3,3.5,3,3
Bhutan,BTN,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,4,4,4,4,4,4,4.5,4.5,4.5
Bhutan,BTN,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,4,4,4,4,4,4,4,4,4
Bhutan,BTN,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,4,4.16666666666667,4.5,4.5,4.5,4.5,4.16666666666667,3.66666666666667,3.66666666666667
Bhutan,BTN,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,4,4,4.5,4.5,4.5,4.5,4.5,4,4
Bhutan,BTN,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bhutan,BTN,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,4.5,4.5,4.5,4,4,4.5,4.5,4.5,4.5
Bhutan,BTN,Poverty gap at $2 a day (PPP) (%),SI.POV.GAP2,,,,,,,,,,,8.53,,,,,2.57,
Bhutan,BTN,Poverty gap at $1.25 a day (PPP) (%),SI.POV.GAPS,,,,,,,,,,,1.81,,,,,0.26,
Bhutan,BTN,Poverty headcount ratio at $2 a day (PPP) (% of population),SI.POV.2DAY,,,,,,,,,,,29.76,,,,,12.57,
Bhutan,BTN,Poverty headcount ratio at $1.25 a day (PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,10.22,,,,,1.66,
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.8764342215964,-0.407876048198716,4.60089174018205,1.98636691249521,4.95150316478498,7.0741173832609,5.5651727055596,5.89640804715469,7.12255985114778,6.84936581359825,17.9258250158871,4.76835416867898,6.65722379603399,11.7308543603364,8.55449255088527,4.62001690546042,4.98188075848678
Bhutan,BTN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,643.094816654996,641.469184596618,679.366212225161,705.205593152564,750.927964851638,807.970989817364,847.130413972849,1205.91753295763,1258.99099471804,1314.60119648608,1518.7707025704,1561.77918711332,1636.47316650883,1796.82876012872,1917.13930866608,1972.20372406792,2037.15941262876
Bhutan,BTN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,22680.2568623633,22622.9251101973,23959.4532529775,24870.7400203724,26483.2473950785,28495.0043318832,29876.0538683237,42529.5286075666,44401.2895269939,46362.5145712683,53563.0341859965,55079.8299234713,57714.0894368256,63369.4079970541,67612.4435081663,69554.4201077995,71845.2358056999
Bhutan,BTN,GDP per capita (current LCU),NY.GDP.PCAP.CN,9798.21327076099,10630.0042535491,12304.6385662135,13818.2671409202,16605.2469957084,19304.5123674788,21870.7028865164,50238.0513241441,55521.5028670657,61110.9942268488,72798.277838891,79091.6537963098,86894.7486452192,101120.178983149,117781.166839052,134068.615760131,146400.211155426
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,559.578142247915,467.45841044631,474.715994066878,453.206531351924,529.335256477793,595.267109697156,617.293335775231,1108.51834342772,1258.99099471804,1348.7308370525,1760.60262981465,1817.78105714341,1795.14947010388,2211.34051310246,2523.67484468888,2508.90046185299,2498.39091493923
Bhutan,BTN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.58934884698397,-0.252782640487339,5.90784850442563,3.80345393433245,6.48355205106577,7.5963378161041,4.84663739775324,2.97123596778852,4.4010855062577,4.41704523712549,15.5309082807827,2.83179577207635,4.78262100121654,9.79885261192395,6.69571587493662,2.87221774405867,3.29355876211746
Bhutan,BTN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2343.95312923808,2338.0280226262,2476.15517619398,2570.3345976631,2736.98357918914,2944.89409783565,3087.62243650558,4395.33036462879,4588.77261225861,4791.4607743709,5535.61815254812,5692.37555335027,5964.62030203292,6549.08465429002,6987.59275515035,7188.29163414634,7425.04224310932
Bhutan,BTN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1518.27112517225,1564.80526926105,1695.04398343788,1801.38699628837,1959.01489358636,2151.79741539986,2297.29144415117,3796.22322623734,4090.41687216696,4402.39127260825,5221.10228364675,5473.83476561007,5779.77382445509,6422.94319900975,6987.59275515035,7313.96347507381,7669.24272310753
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,299787274.771613,250045841.039783,250794358.529508,235239569.337404,270801565.190961,303053461.882371,316420860.158369,702682018.270426,818869145.811526,897672085.755359,1196091805.60403,1258193518.73133,1264758197.96593,1585396256.12316,1840841618.28656,1861157558.41271,1883654335.14569
Bolivia,BOL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bolivia,BOL,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,5,5,5,5,5,5,4.5,4.5,4.5
Bolivia,BOL,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,3.83333333333333,3.66666666666667,3.66666666666667,3.8,3.83333333333333,3.66666666666667,3.5,3.5,3.33333333333333
