Country Name,Country Code,Series Name,Series Code,1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Bermuda,BMU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,53687.9141773298,52173.0635488145,55181.8659937578,56789.0119664269,58588.139043637,58354.1187562388,57888.1835611934,56130.7662407838,56505.0759561527,57893.8386384818,57838.435550806,59952.2931055867,61119.5331322547,63542.1426263116,65537.1290149824,67375.9196009291,73000.6792489447,77432.8202995008,75793.77543235,77867.698381366,79156.463759021,79962.3406178882,83912.6977976846,85815.3125385279,86612.581005929,81582.1195685295,80501.6583747927,78488.2287342792,74397.3116454212,
Bermuda,BMU,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,50948.3350510204,49510.784001469,52366.0537100476,53891.1904702688,55598.5119509712,55376.4332169806,54934.2736957366,53266.533612392,53621.7431056959,54939.6402065582,54887.0642196342,56893.0561565788,58000.7344278415,60299.723354722,62192.9098662431,63937.8709118901,69275.6111374094,73481.5895349174,71926.1816123924,73894.2767208645,75117.2791650654,75882.0338560339,79630.8127805177,81436.3411713083,82192.9267385664,77419.1589604528,76393.8313843748,74483.1427406008,70600.9763777829,
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.481400437636864,-2.00348432055745,6.66666666666657,3.75000000000006,4.05622489959825,0.443844075646524,0.0192122958693375,-3.53438340376482,-0.0597371565112326,3.00856744371379,0.599613152804721,4.39914785618134,2.60047604555457,4.60000000000001,3.90000000000012,3.38264871401344,9.31715557653479,7.2224360086321,-1.47779037455827,3.41070620413235,2.32126647646751,1.67420714931701,5.54386592809534,2.84589011430658,1.52789390961543,-5.28417714947457,-2.09411353414293,-3.33949441020565,-4.86860026435053,
Bermuda,BMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.396562988904691,-2.82158592250717,5.76696525042688,2.91245311068478,3.16809011974668,-0.399432873646816,-0.798461539607473,-3.03588264874793,0.66685302987544,2.45776624281801,-0.0956977270444099,3.65476267580551,1.94694809189748,3.96372382101593,3.13962719262275,2.80572343278325,8.34832337923008,6.07136960389332,-2.11673145936213,2.73627080480654,1.65507059338414,1.01808092554583,4.94027206966554,2.26737405753612,0.929051522178014,-5.8080031549402,-1.32438480325234,-2.50110330788415,-5.21214092205821,
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,17469.8255675877,18269.5355197019,20450.6645289464,22411.7956749468,24253.1755188784,25517.9217212488,26841.5197383946,27700.3095169516,28669.6822595785,30900.6948905109,31476.0631153068,33989.7223579821,44826.7890701658,48478.8832504091,51371.7408069836,54245.459737293,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270036,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,84470.7552702244,
Bermuda,BMU,GDP per capita (current LCU),NY.GDP.PCAP.CN,17469.8255675877,18269.5355197019,20450.6645289464,22411.7956749468,24253.1755188784,25517.9217212488,26841.5197383946,27700.3095169516,28669.6822595785,30900.6948905109,31476.0631153068,33989.7223579821,44826.7890701658,48478.8832504091,51371.7408069836,54245.459737293,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270036,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,84470.7552702244,
Bermuda,BMU,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,Net official aid received (constant 2011 US$),DT.ODA.OATL.KD,,,,,,,,,,,,,,-11300000,740000,130000,110000,40000,30000,40000,120000,,,,,,,,,
Bermuda,BMU,Net official aid received (current US$),DT.ODA.OATL.CD,,,,,,,,,,,,,,-8220000,550000,80000,60000,20000,20000,30000,90000,,,,,,,,,
Bermuda,BMU,Net official development assistance and official aid received (constant 2011 US$),DT.ODA.ALLD.KD,220000,3220000,200000,450000,70000,210000,63780000,-7190000,-6780000,-6670000,-16540000,-2360000,-4860000,-11300000,740000,130000,110000,40000,30000,40000,120000,,,,,,,,,
Bermuda,BMU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,80000,940000,90000,230000,40000,100000,42190000,-4720000,-5000000,-4820000,-12480000,-2080000,-4070000,-8220000,550000,80000,60000,20000,20000,30000,90000,,,,,,,,,
Bhutan,BTN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,14207.7073164294,14399.6367778796,15585.7297800654,19385.8176783739,19718.6629237906,20695.6762687139,22680.2568623633,22622.9251101973,23959.4532529775,24870.7400203724,26483.2473950785,28495.0043318832,29876.0538683237,30964.9329976172,32022.5372545604,33642.428470833,34970.8081470695,36762.4292129748,39511.356296173,41302.3386655966,42529.5286075666,44401.2895269939,46362.5145712683,53563.0341859965,55079.8299234713,57714.0894368256,63369.4079970541,67612.4435081663,69554.4201077995,71845.2358056999
Bhutan,BTN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,402.857118735247,408.299245893288,441.930710757438,549.68155525034,559.119325438512,586.82237226624,643.094816654996,641.469184596618,679.366212225161,705.205593152564,750.927964851638,807.970989817364,847.130413972849,878.005396044789,907.99358444318,953.925323711026,991.59130295993,1042.39241283649,1120.33777162565,1171.12077137237,1205.91753295763,1258.99099471804,1314.60119648608,1518.7707025704,1561.77918711332,1636.47316650883,1796.82876012872,1917.13930866608,1972.20372406792,2037.15941262876
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.48210587495129,4.2117739991361,11.7305780021267,28.6962649890214,4.98728976974827,7.43262602003954,10.8764342215964,-0.407876048198716,4.60089174018205,1.98636691249521,4.95150316478498,7.0741173832609,5.5651727055596,5.37383863491937,5.91403081180577,7.98397233015322,6.93302402289638,8.20377388507167,10.7278408629428,7.66433395341583,5.89640804715469,7.12255985114778,6.84936581359825,17.9258250158871,4.76835416867898,6.65722379603399,11.7308543603364,8.55449255088527,4.62001690546042,4.98188075848678
Bhutan,BTN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.88265668745495,1.3508827087693,8.2369647268316,24.3818412864373,1.71695231503148,4.95476467496458,9.58934884698397,-0.252782640487339,5.90784850442563,3.80345393433245,6.48355205106577,7.5963378161041,4.84663739775324,3.64465512779117,3.41549021606022,5.05859733535603,3.94852493299713,5.12319034313016,7.47754471629962,4.5328293870718,2.97123596778852,4.4010855062577,4.41704523712549,15.5309082807827,2.83179577207635,4.78262100121654,9.79885261192395,6.69571587493662,2.87221774405867,3.29355876211746
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,370.900704232443,367.010554827777,415.73055337125,505.16061059481,548.719396042234,521.133118636741,559.578142247915,467.45841044631,474.715994066878,453.206531351924,529.335256477793,595.267109697156,617.293335775231,702.230277497039,706.256238761261,763.828973044492,778.16644542427,820.056012604066,897.394345864808,1009.15519546076,1108.51834342772,1258.99099471804,1348.7308370525,1760.60262981465,1817.78105714341,1795.14947010388,2211.34051310246,2523.67484468888,2508.90046185299,2498.39091493923
Bhutan,BTN,GDP per capita (current LCU),NY.GDP.PCAP.CN,4213.43200008055,4539.9205632196,5242.36227801146,6546.88151330873,7638.17399290789,8457.99051547431,9798.21327076099,10630.0042535491,12304.6385662135,13818.2671409202,16605.2469957084,19304.5123674788,21870.7028865164,25497.9813759175,29140.1324112896,32890.4755792958,34970.8000573667,38698.4432347859,43622.3391524883,47006.4490045623,50238.0513241441,55521.5028670657,61110.9942268488,72798.277838891,79091.6537963098,86894.7486452192,101120.178983149,117781.166839052,134068.615760131,146400.211155426
Bhutan,BTN,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,4.5,4,4,4.5,4.5,4.5,4.5
Bhutan,BTN,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bhutan,BTN,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4.5,4.5,4.5,4.5,4.5,4,4
Bhutan,BTN,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,,,,,,4,4.16666666666667,4.5,4.5,4.5,4.5,4.16666666666667,3.66666666666667,3.66666666666667
Bhutan,BTN,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4
Bhutan,BTN,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4.5,4.5,4.5
Bhutan,BTN,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3.5,3,3
Bhutan,BTN,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4.5,4.5,4.5,4.5,4,3.5,3.5
Bhutan,BTN,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,,,,,,4.5,4,4,4,4,4,4,4,4
Bhutan,BTN,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,4,4.5,4.5,4.5,4.5,4.5,4,3.5,3.5
Bhutan,BTN,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,,,,,,4.2,4.1,4.1,4,4,4.1,4,4,4
Bhutan,BTN,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4
Bhutan,BTN,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bhutan,BTN,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,3.9
Bhutan,BTN,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bhutan,BTN,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4
Bhutan,BTN,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
Bhutan,BTN,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,,,,,,3.16666666666667,3.16666666666667,3.16666666666667,3.2,3.16666666666667,3.16666666666667,3.33333333333333,3.16666666666667,3.16666666666667
Bhutan,BTN,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3
Bhutan,BTN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4.5,4.5,4.5,4.5,4.5
Bhutan,BTN,Net official aid received (constant 2011 US$),DT.ODA.OATL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Net official aid received (current US$),DT.ODA.OATL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Net official development assistance and official aid received (constant 2011 US$),DT.ODA.ALLD.KD,49860000,68800000,93180000,81830000,76070000,77780000,77980000,104610000,84010000,95060000,102430000,91940000,80760000,99830000,91140000,103880000,90920000,105200000,119950000,109810000,101100000,114160000,127760000,106380000,94810000,137530000,141160000,142440000,165020000,
Bhutan,BTN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,17240000,23390000,38930000,40460000,40650000,40570000,46000000,61410000,54160000,63150000,73100000,71220000,57420000,65580000,55780000,66820000,53090000,60480000,73580000,77340000,77970000,90050000,101540000,89830000,86530000,125380000,131000000,142440000,161280000,
Bolivia,BOL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2386.05260738852,2291.43654559054,2180.59112123573,2182.5107104568,2193.94716584992,2224.18683413095,2273.03972638819,2336.79309540494,2319.72948904681,2362.56422347806,2416.16789925922,2472.364309142,2523.48182436982,2591.54773243071,2664.54641330088,2620.55508074585,2631.61296522688,2622.2778654608,2634.49214418462,2653.87403542214,2713.22598538585,2782.58145589264,2866.21629826357,2947.77624398811,3078.86155962785,3131.49018085575,3208.32528615654,3319.46561877706,3434.13769729004,3606.71714521328
Bolivia,BOL,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,875.323654711168,840.613742301472,799.950086498653,800.654288010107,804.849752896608,815.943178446004,833.864867205677,857.252797461317,850.99301164029,866.706938556588,886.371452761106,906.987111748642,925.739577687746,950.709563353865,977.489137253664,961.350912191716,965.40749829855,961.982915949011,966.463725407734,973.573974285191,995.347243489565,1020.79030527715,1051.47175616328,1081.39203099234,1129.48069308195,1148.78750841911,1176.9744750324,1217.7463179641,1259.81378225491,1323.12457121926
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.200671850875395,-1.67638751669146,-2.57387737905526,2.46347955873563,2.90950543530157,3.79012839888273,4.63578790245245,5.26652207279878,1.64650004115683,4.26929533323748,4.6672662675528,4.6782769046531,4.3613403108683,4.95420877614612,5.0293546362004,0.426885363578648,2.50781098812674,1.68379903413391,2.48556581527659,2.71133983214789,4.17329556102078,4.42143309990637,4.79700873859643,4.56438448272661,6.14849781016818,3.35699942996455,4.12672274748631,5.17393042157704,5.17643094596949,6.77560100947443
Bolivia,BOL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.52567550781528,-3.96538037363433,-4.83737699689377,0.0880306813311904,0.52400454844603,1.37832253901686,2.19643833456703,2.80476263906095,-0.730214685745494,1.84654006570617,2.26887697902447,2.32584870861045,2.06755594387107,2.69730130027361,2.81679862410635,-1.65098766286948,0.421967260382146,-0.354729205602311,0.465788880907851,0.735697439079487,2.23642679236167,2.55619955287017,3.00565657094477,2.84556143840055,4.44692218098585,1.70935328557806,2.45362753396201,3.46412295224776,3.45453430408567,5.02540850529756
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,1045.65233076922,890.166150817915,640.216331245255,686.748681180239,709.348423753393,710.702520867732,716.448287251379,768.069880582412,792.311030237211,786.3573252899,801.366681033307,879.482145161463,947.482594175554,993.383834615191,1042.61057845188,995.512550953809,988.533289261028,939.145381073811,893.946888473092,896.372125236443,954.92208952179,1020.79030527715,1203.25418260396,1355.88723358169,1695.56217908723,1735.14337006244,1934.66606674465,2319.59598371819,2575.6836947783,2867.63979143886
Bolivia,BOL,GDP per capita (current LCU),NY.GDP.PCAP.CN,3.27907160058251,391.698921178256,1230.47018000013,1411.16552752321,1667.13903944218,1912.98376136926,2273.03965854809,2750.15869511219,3090.42501966085,3353.87690094745,3702.73077704802,4221.81332070438,4808.10464722921,5219.49694686521,5744.91982664504,5786.32710628943,6112.63513547714,6204.85840112418,6409.59919035207,6865.46649044721,7578.26170244492,8233.6946023655,9640.01126358631,10645.3418482965,12272.9877208871,12180.7064578383,13574.9713905272,16091.0373390531,17797.974330918,19815.3909588425
Bolivia,BOL,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,4,4.5,4,4,4,4,3.5,3.5,3.5
Bolivia,BOL,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Bolivia,BOL,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,,,,,4,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Bolivia,BOL,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,,,,,,4,4.16666666666667,4.16666666666667,4.2,4.16666666666667,4.16666666666667,4,4,4
Bolivia,BOL,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4
Bolivia,BOL,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4
Bolivia,BOL,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,4,4,3.5,3.5,3.5,3
Bolivia,BOL,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4
Bolivia,BOL,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,4,4,4,4,4,4,4,4
Bolivia,BOL,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,3.5,3.5,3.5
Bolivia,BOL,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.8,3.8,3.7,3.8,3.7
Bolivia,BOL,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bolivia,BOL,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Bolivia,BOL,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2
Bolivia,BOL,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3
Bolivia,BOL,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3,3,3,3,3,3,3,3
Bolivia,BOL,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,4,3.5
Bolivia,BOL,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,,,,,,3.83333333333333,3.66666666666667,3.66666666666667,3.8,3.83333333333333,3.66666666666667,3.5,3.5,3.33333333333333
Bolivia,BOL,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,4.5,4.5,4.5
Bolivia,BOL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bolivia,BOL,Net official aid received (constant 2011 US$),DT.ODA.OATL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Net official aid received (current US$),DT.ODA.OATL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Net official development assistance and official aid received (constant 2011 US$),DT.ODA.ALLD.KD,462250000,512780000,720030000,581190000,764160000,895230000,890720000,793970000,986840000,855160000,816130000,944050000,1133510000,1034220000,972620000,859140000,767200000,1217090000,1083340000,1263060000,972250000,791240000,1016370000,550330000,651880000,770740000,789660000,721840000,681340000,
Bolivia,BOL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,168420000,196380000,333770000,308240000,419360000,496230000,545440000,502890000,666930000,558990000,561280000,711460000,827500000,697750000,633050000,578550000,481710000,743720000,689330000,938410000,785440000,643060000,849970000,475810000,627870000,725250000,740980000,721840000,658630000,
Bosnia and Herzegovina,BIH,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,501.90850817714,630.139808167916,1202.79752981933,1593.38428585084,1788.92046601577,1902.55675718896,1964.0838987055,2026.72382439024,2124.16044349087,2210.14756295671,2350.43029742296,2472.33770974775,2628.78749588283,2813.25699762176,2971.46852291474,2890.80480398363,2916.7301658455,2959.73224178644,2943.15826168335,2957.45418165741
Bosnia and Herzegovina,BIH,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,,,,,,,,,,,572.850251962286,719.206273652283,1372.80571417099,1818.59955500147,2041.77359618686,2171.47169249339,2241.69532478102,2313.18902657486,2424.39772475944,2522.53860551561,2682.64945933797,2821.78774993989,3000.35077078291,3210.89392522016,3391.4676964371,3299.40264680939,3328.99240237803,3378.07256267884,3359.15595034136,3375.47251247519
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,20.8000011708028,88.9576640464601,34.3895751425005,15.5999961469621,9.59999999999998,5.5,4.40000000000009,5.2999999999999,4.00000000000003,6.09999999999997,5.0000000000001,6.20000000000019,6.83800000000019,5.41999999999929,-2.90999999999936,0.699999998632435,1.29999997601968,-0.700000037224896,0.364933545054157
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,25.5487400395928,90.8778836424205,32.4731923992381,12.2717527655619,6.35222712982181,3.23391884547215,3.18926934465627,4.80759232846842,4.0480520070569,6.34721123681823,5.18659976679388,6.32801034900024,7.01728466176334,5.62378500886054,-2.71460788862684,0.896821598820523,1.47432479166203,-0.559982415608047,0.485733987199225
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,343.170841367944,530.126416687783,799.307256883323,1038.41024167982,1130.70639182092,1248.8605403724,1435.95768580097,1481.9457148652,1706.50195390992,2148.48434579877,2578.73808730919,2821.78774993989,3199.89683600131,3949.84208124907,4802.46674411594,4433.14617870841,4361.99401483348,4754.19786071065,4395.82889489811,4655.59702339284
Bosnia and Herzegovina,BIH,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,555.936764652434,759.724159868401,1202.79752981933,1800.70718365791,1989.70397061542,2292.90795212372,3048.53816695546,3238.94061715961,3546.11106022482,3723.32337126926,4061.51248751197,4437.82559433047,4988.95915700964,5644.32433410492,6412.2535967436,6241.42650500357,6441.3565617046,6688.68097023381,6691.3307438139,6858.15997516
Bosnia and Herzegovina,BIH,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Bosnia and Herzegovina,BIH,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,4,4,4,4,3.5,3.5,3.5
Bosnia and Herzegovina,BIH,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4
Bosnia and Herzegovina,BIH,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,,,,,,3.83333333333333,4,4,3.8,3.83333333333333,3.83333333333333,3.83333333333333,3.83333333333333,3.83333333333333
